0;126.920967,37.64956699999999 126.919657,37.649462 126.917845,37.64934 126.917486,37.64936 126.916461,37.64946799999999 126.915603,37.649676 126.914845,37.64992 126.914294,37.650103 126.912866,37.650562 126.909801,37.651592 126.909278,37.651772 126.909128,37.651849 126.908794,37.65203 126.908272,37.65223 126.908039,37.652321 126.907672,37.652447 126.907304,37.652562 126.906974,37.652672 126.906375,37.652797 126.906047,37.652854 126.904796,37.653138 126.904302,37.653235 126.904021,37.653291 126.903394,37.653379 126.902439,37.653504 126.902068,37.653547 126.901577,37.653591 126.901372,37.653619 126.901094,37.65367
2;126.890217,37.648473 126.891936,37.649095 126.895389,37.65034 126.895704,37.650447 126.895852,37.650494 126.896012,37.650534 126.896673,37.650665
2;126.896647,37.650748 126.895983,37.650617 126.895815,37.650574 126.895662,37.650525 126.895345,37.650418 126.891891,37.649173 126.890172,37.648551
3;126.89661,37.65069 126.897603,37.648881
1;126.897702,37.648915 126.896709,37.650724
0;126.901092,37.653671 126.900623,37.65374099999999 126.900261,37.65379 126.900019,37.65385599999999 126.899908,37.65387499999999 126.898614,37.65382999999999 126.898364,37.653818 126.897935,37.653803 126.897861,37.653804
4;126.8912,37.646745 126.892897,37.647357 126.896386,37.648611 126.896552,37.648658 126.896888,37.648737 126.897663,37.648856
2;126.897642,37.64894 126.896862,37.64882 126.896518,37.648739 126.896346,37.648691 126.892853,37.647435 126.891155,37.646823
4;126.897603,37.648881 126.898443,37.647327 126.898614,37.647007 126.898667,37.646864
3;126.89877,37.646888 126.898716,37.647036 126.898542,37.647361 126.897702,37.648915
1;126.914623,37.643333 126.912615,37.644284 126.911728,37.644598 126.910055,37.645396 126.908986,37.645893 126.906812,37.64687 126.906376,37.647007 126.905737,37.647136 126.904146,37.647315 126.903598,37.64743 126.903143,37.647567 126.902512,37.647869 126.899829,37.64949
1;126.899763,37.649422 126.902452,37.647798 126.903096,37.64749 126.903565,37.64734899999999 126.904124,37.647231 126.905716,37.647052 126.906343,37.646926 126.906765,37.64679199999999 126.908933,37.645819
