0;126.887063,37.578878 126.88709,37.578842 126.887118,37.578796 126.887151,37.578729 126.887238,37.578589 126.887455,37.578208 126.887546,37.577865 126.887549,37.577803 126.887556,37.577504 126.887566,37.577346 126.887537,37.577134 126.88752,37.576925 126.88753,37.576773 126.887552,37.576638 126.887622,37.576516 126.88779,37.576345 126.888332,37.575988
2;126.890052,37.574912 126.888127,37.573056
2;126.88821,37.573002 126.890135,37.574858
3;126.89458,37.579408 126.894357,37.579192 126.893436,37.578305 126.893127,37.577997 126.892326,37.577198
4;126.892411,37.577145 126.893211,37.577943 126.89352,37.578251 126.89444,37.579137 126.894663,37.579354
0;126.892919,37.580486 126.894053,37.579743 126.894585,37.57935
0;126.894658,37.579413 126.894124,37.579807 126.892987,37.580552
0;126.87996,37.580658 126.880219,37.58089 126.8804,37.581022 126.88056,37.581106 126.880757,37.581157 126.880876,37.581175 126.881046,37.581193 126.881325,37.581196 126.881487,37.581167 126.881635,37.581118 126.88208,37.580952 126.882276,37.580888 126.882413,37.580853 126.882656,37.580795 126.882844,37.580757 126.883113,37.580739 126.883541,37.58075 126.883711,37.58074 126.883823,37.580729 126.884165,37.580665
0;126.883838,37.580814 126.883722,37.580825 126.883543,37.580836 126.883116,37.580824 126.882862,37.580841 126.882685,37.580877 126.882445,37.580935 126.882313,37.580968 126.882123,37.58103 126.881679,37.581196 126.88152,37.581249 126.881336,37.581282 126.881038,37.581278 126.880859,37.581259 126.88073,37.58124 126.880513,37.581183 126.880334,37.58109 126.880142,37.58095 126.879879,37.580714
0;126.88103,37.577378 126.881081,37.577432 126.881315,37.577538 126.881606,37.577855 126.881898,37.578185 126.882228,37.578542 126.882308,37.578651 126.882338,37.578734 126.882351,37.578817 126.882354,37.578908 126.882342,37.578976 126.882315,37.579049 126.882258,37.579147 126.88215,37.579258 126.881706,37.579479 126.88149,37.579581 126.880914,37.579909 126.880194,37.580294 126.880043,37.58037
0;126.879666,37.580468 126.879733,37.580423 126.879985,37.580298 126.880135,37.580222 126.880853,37.579839 126.881431,37.579509 126.88165,37.579406 126.882076,37.579194 126.882165,37.579102 126.882214,37.579019 126.882236,37.578958 126.882246,37.578903 126.882244,37.578823 126.882232,37.578752 126.882208,37.578685 126.882138,37.578589 126.88181,37.578235 126.881518,37.577905 126.881242,37.577603 126.881009,37.577498 126.880944,37.57743
0;126.884349,37.58091 126.884454,37.580994 126.884987,37.581529
0;126.884902,37.581582 126.884373,37.581051 126.884272,37.58097
0;126.887022,37.583635 126.886169,37.582816 126.885529,37.582183 126.884903,37.581582
0;126.884986,37.581528 126.885612,37.582129 126.886252,37.582762 126.887105,37.58358
2;126.892401,37.577206 126.890632,37.578253
1;126.890567,37.578185 126.892336,37.577138
0;126.890641,37.578191 126.891345,37.578848 126.8922,37.579694 126.892995,37.580493
0;126.892911,37.580546 126.892115,37.579747 126.891262,37.578902 126.890558,37.578247
0;126.89299,37.580551 126.892355,37.581013 126.89191,37.581335 126.891788,37.581417 126.891725,37.581452 126.89154,37.581561 126.891522,37.581568 126.891178,37.58173 126.890753,37.58192 126.890237,37.58215
0;126.890184,37.582075 126.8907,37.581845 126.891124,37.581656 126.89147,37.581493 126.891482,37.581488 126.891662,37.581383 126.891723,37.581349 126.891839,37.581271 126.892282,37.58095 126.892917,37.580488
